A01AD11|deproteinizirani hemodijalizat teleće krvi, polidokanol|SOLCOSERYL|ALKALOID AD - Skopje (po licenci Valeant Pharmaceuticals Switzerland GmbH, Birsfelden, Switzerland), Bulevar Aleksandar Makedonski 12, Skopje, Makedonija|Alkaloid d.o.o. Sarajevo|pasta za usnu sluznicu|2.125 mg/1 g+ 10 mg/1 g|1 tuba sa 5 g paste za usnu sluznicu, u kutiji|04-07.2-3478/12|01.12.2012|30.11.2017|01.11.2012|BRp - Lijek se izdaje bez ljekarskog recepta|NE|NE||||
A01AD11|lidokain, polidokanol, tinktura kamilice|DENTINOX N|Dentinox Gesellschaft fur pharmazeutische Praparate Lenk &amp; Schuppan, Nunsdorfer Ring 19, Berlin, Njemačk|Takeda Pharmaceuticals BH d.o.o. Sarajevo|gel za usnu sluznicu|150 mg/1 g+ 3.4 mg/1 g+ 3.2 mg/1 g|Alu/tuba sa 10 g gela, u kutiji|04-07.1-5496/11|19.09.2012|18.09.2017|19.09.2012|BRp - Lijek se izdaje bez ljekarskog recepta|NE|NE||||
A01AD11|cetilpiridin, lidokain|CALGEL gel za desni|GlaxoSmithKline Pharmaceuticals SA, 189 Grunwaldzka Str., Poznan, Poljsk|GlaxoSmithKline d.o.o.Sarajevo|gel za desni|3.3 mg/1 g+ 1 mg/1 g|1 alu-tuba sa 10 g gela za desni, u kutiji|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A01AD11|tečni ekstrakt lista žalfije, tečni ekstrakt timijana|BRONCHOSTOP sprej za usnu sluznicu|Kwizda Pharma GmbH, Effingergasse 21, Beč, Austrij|APOMEDICAL d.o.o.|sprej za usnu sluznicu|0.32 g/1 g+ 0.32 g/1 g|15 ml spreja za usnu sluznicu u staklenoj bočici sa sprej pumpom|04-07.9-4788/13|29.09.2014|28.09.2019|29.09.2014|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A01AD11|ekstrakt cvijeta kamilice, lidokain|KAMISTAD|Hemofarm proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka, Novakovići bb, Banja Luka, Bosna i Hercegovina, Stada Arzneimittel AG, Stadastrase 2-18, Bad Vilbel, Njemačk|Hemofarm  proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka|gel za usnu sluznicu|20 mg/1 g+ 185 mg/1 g|10 g gela za usnu sluznicu u Al tubi, u kutiji|04-07.9-3649/12|18.06.2014|17.06.2019|18.06.2014|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02AD|magnezijumaluminijum-trisilikat (simaldrat)|GELUSIL LAC|Hemofarm A.D. (u saradnji sa Pfizer H.C.P.), Beogradski put bb., Vršac, Srbija|Hemofarm  proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka|tableta|500 mg/1 tableta|40 tableta (4 blistera po 10 tableta) u kutiji|04-07.2-4461/11|04.12.2011|03.12.2016|12.07.2012|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02AD01|kalcijum-karbonat, magnezijum-subkarbonat|RENNIE|Delpharm Gaillard, 33 Rue de l industrie, Gaillard, Francusk|Bayer d.o.o. Sarajevo|tableta za žvakanje|680 mg/1 tableta+ 80 mg/1 tableta|24 tablete za žvakanje, u kutiji|04-07.10-735/12|13.02.2013|12.02.2018|22.03.2013|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02AD01|aluminijum-hidoksid, magnezijum-karbonat, magnezijum-hidroksid|GASTAL|Pliva Hrvatska d.o.o., Prilaz baruna Filipovića 25, Zagreb, Hrvatska|PLIVA d.o.o.Sarajevo|tableta|450 mg/1 tableta+ 300 mg/1 tableta|24  tablete (4 blistera po 6 tableta) u kutiji|04-07.2-9078/11|26.06.2012|25.06.2017|24.09.2012|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02AD01|aluminijum-hidoksid, magnezijum-karbonat, magnezijum-hidroksid|GASTAL|Pliva Hrvatska d.o.o., Prilaz baruna Filipovića 25, Zagreb, Hrvatska|PLIVA d.o.o.Sarajevo|tableta|450 mg/1 tableta+ 300 mg/1 tableta|48 tableta (8 blistera po 6 tableta) u kutiji|04-07.2-9079/11|26.06.2012|25.06.2017|24.09.2012|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02AD01|aluminijum-hidoksid, magnezijum-karbonat, magnezijum-hidroksid|GASTAL tablete, spearmint|Pliva Hrvatska d.o.o., Prilaz baruna Filipovića 25, Zagreb, Hrvatska|PLIVA d.o.o.Sarajevo|tableta|450 mg/1 tableta+ 300 mg/1 tableta|24 tablete (4 blistera po 6 tableta) u kutiji|04-07.2-610-20/10|27.06.2011|02.03.2016|27.06.2011|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02AD01|aluminijum hidoksid, magnezijum-oksid|MAGALOX|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|tableta za žvakanje|333.3 mg/1 tableta+ 158.4 mg/1 tableta|40 tableta za žvakanje (5 PVC/Al blister po 8 tableta) u kutiji|04-07.10-4587/13|04.02.2014|03.02.2019|24.07.2014|BRp - Lijek se izdaje bez ljekarskog recepta|NE|NE||||
A02AD01|aluminijum hidoksid, magnezijum-oksid|MAGALOX|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|tableta za žvakanje|333.3 mg/1 tableta+ 158.4 mg/1 tableta|16 tableta za žvakanje (2 PVC/Al blistera po 8 tableta) u kutiji|04-07.10-4586/13|04.02.2014|03.02.2019|24.07.2014|BRp - Lijek se izdaje bez ljekarskog recepta|NE|NE||||
A02AD04|hidrotalcit|RUPURUT|Bayer Bitterfeld GmbH, OT Greppin, Salegaster Chaussee 1, Bitterfeld-Wolfen, Njemačk|Bayer d.o.o. Sarajevo|tableta za žvakanje|500 mg/1 tableta|20 tableta za žvakanje (2 bistera po 10 tableta), u kutiji|04-07.2-6023-4/10|17.03.2011|16.03.2016|27.06.2011|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02BA02|ranitidin|ULCODIN|ALKALOID AD Skopje , Makedonija|Alkaloid d.o.o. Sarajevo|film tableta|150 mg/1 tableta|20 filmom obloženih tableta (staklena bočica sa 20 filmom obloženih tableta) u kutiji|04-07.2-7452/11|22.09.2012|21.09.2017|18.01.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|ULCODIN|ALKALOID AD Skopje , Makedonija|Alkaloid d.o.o. Sarajevo|rastvor za injekciju|50 mg/2 mL|5 ampula po 2 ml rastvora za injekciju|04-07.2-7453/11|11.04.2012|10.04.2017|18.01.2012|ZU - Lijek se upotrebljava u zdravstvenoj ustanovi|DA|NE||||
A02BA02|ranitidin|ULCODIN|Farmavita d.o.o. Sarajevo, BiH  u saradnji sa Alkaloid AD Skopje, Republika Makedonija, Igmanska 5a Vogošća, Sarajevo, Bosna i Hercegovin|Farmavita d.o.o. Sarajevo|filmom obložena tableta|150 mg/1 tableta|20 filmom obloženih  tableta (staklena bočica sa 20 filmom obloženih tableta) u kutiji|04-07.10-1837/14 |28.09.2014|27.09.2019|18.08.2014|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA02|ranitidin|RANIBOS|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|film tableta|75 mg/1 tableta|30 film tableta|04-07.2-357-44/10|27.01.2012|26.01.2017|10.11.2011|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02BA02|ranitidin|RANIBOS|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|film tableta|150 mg/1 tableta|20 film tableta|04-07.10-1306/13|23.09.2013|22.09.2018|25.09.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANIBOS|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|film tableta|300 mg/1 tableta|10 film tableta|04-07.10-1330/13|23.09.2013|22.09.2018|25.09.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANID|Zada Pharmaceuticals d.o.o., Donji Bistarac bb, Lukavac, Bosna i Hercegovin|ZADA Pharmaceuticals d.o.o.|film tableta|150 mg/1 tableta|30 filmom obloženih tableta, u kutiji|04-07.1-4144/12|22.11.2012|21.11.2017|22.11.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANID|Zada Pharmaceuticals d.o.o., Donji Bistarac bb, Lukavac, Bosna i Hercegovin|ZADA Pharmaceuticals d.o.o.|film tableta|150 mg/1 tableta|60 film tableta (HDPE bočica) u kutiji|04-07.3-2-4864/15|09.09.2015|08.09.2020|09.09.2015|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA02|ranitidin|RANID|Zada Pharmaceuticals d.o.o., Donji Bistarac bb, Lukavac, Bosna i Hercegovin|ZADA Pharmaceuticals d.o.o.|film tableta|150 mg/1 tableta|30 film  tableta  (HDPE bočica) u kutiji|04-07.3-2-4863/15|09.09.2015|08.09.2020|09.09.2015|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA02|ranitidin|RANID|Zada Pharmaceuticals d.o.o., Donji Bistarac bb, Lukavac, Bosna i Hercegovin|ZADA Pharmaceuticals d.o.o.|film tableta|150 mg/1 tableta|60 filmom obloženih tableta, u kutiji|04-07.1-4145/12|22.11.2012|21.11.2017|22.11.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANISAN|PRO.MED.CS Praha a.s., Telčska 1, Prag, Češka Republik|PRO.MED. BH d.o.o.|film tableta|150 mg/1 tableta|20 filmom obloženih tableta, u kutiji|04-07.10-1767/13|19.09.2013|18.09.2018|20.09.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANISAN|PRO.MED.CS Praha a.s., Telčska 1, Prag, Češka Republik|PRO.MED. BH d.o.o.|film tableta|150 mg/1 tableta|30 filmom obloženih tableta, u kutiji|04-07.10-1768/13|19.09.2013|18.09.2018|20.09.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITAL|Lek farmacevtska družba d.d., Verovškova 57, Ljubljana, Slovenij|Novartis BA d.o.o.|film tableta|150 mg/1 tableta|20 filmom obloženih tableta (2 AI/AI blistera po 10 tableta) u kutiji|04-07.10-552/13|31.07.2013|30.07.2018|19.08.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITAL STOP|Lek farmacevtska družba d.d., Verovškova 57, Ljubljana, Slovenij|Novartis BA d.o.o.|film tableta|150 mg/1 tableta|10 filmom obloženih tableta (1 blister) u kutiji|04-07.1-9269/11|24.07.2012|23.07.2017|24.07.2012||DA|NE||||
A02BA02|ranitidin|RANITIDIN|Hemofarm proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka, Novakovići bb, Banja Luka, Bosna i Hercegovin|Hemofarm  proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka|film tableta|150 mg/1 tableta|20 film tableta|04-07.2-4462/11|04.12.2011|03.12.2016|06.02.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITIDIN|Hemofarm proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka, Novakovići bb, Banja Luka, Bosna i Hercegovin|Hemofarm  proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka|šumeća tableta|150 mg/1 tableta|20 šumećih tableta|04-07.2-4463/11|04.12.2011|03.12.2016|06.02.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITIDIN Jaka|Jaka 80 AD Radoviš, Prvomajska bb, Skopje, Makedonija|Vitamedic d.o.o.|film tableta|150 mg/1 tableta|20 filmom obloženih tableta (2 PVC/Al blistera po 10 tableta) u kutiji|04-07.1-8024/11|02.09.2013|01.09.2018|02.09.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITIDIN Lek|Lek farmacevtska družba d.d., Verovškova 57, Ljubljana, Slovenij|Novartis BA d.o.o.|film tableta|150 mg/1 tableta|20 filmom obloženih tableta|04-07.1-355-66/10|07.10.2011|06.10.2016|07.10.2011|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA02|ranitidin|RANITIDIN Zdravlje|Zdravlje A.D., Vlajkova 199, Leskovac, Srbija|FINWELT D.O.O.|film tableta|150 mg/1 tableta|20 filmom obloženih tableta (2 blistera po 10 tableta) u kutiji|04-07.1-7308/11|13.02.2012|12.02.2017|13.02.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITIDINE REMEDICA|Remedica Ltd, Limassol Industrial Estate, Aharnon St., Limassol, Kipa|PHOENIX d.o.o.|film tableta|150 mg/1 tableta|20 filmom obloženih tableta (5 Al/strip folije po 4 tablete) u kutiji|04-07.10-220/12|02.07.2012|01.07.2017|17.05.2013|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA02|ranitidin|RANTIN|Farmal d.d., Branitelja domovinskog rata 8, Ludbreg, Hrvatska|FARMAL - BH d.o.o.|filmom obložena tableta|150 mg/1 tableta|20 filmom obloženih tableta|04-07.1-3884/11|29.10.2012|28.10.2017|29.10.2012|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA02|ranitidin|RANTIN|Farmal d.d., Branitelja domovinskog rata 8, Ludbreg, Hrvatska|FARMAL - BH d.o.o.|filmom obložena tableta|300 mg/1 tableta|30 filmom obloženih tableta|04-07.1-3885/11|29.10.2012|28.10.2017|29.10.2012|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA02|ranitidin|RANITAL|Lek farmacevtska družba d.d., Verovškova 57, Ljubljana, Slovenij|Novartis BA d.o.o.|rastvor za injekciju|50 mg/2 mL|5 ampula po 2 ml rastvora za injekciju|04-07.10-553/13|31.07.2013|30.07.2018|18.09.2013|ZU - Lijek se upotrebljava u zdravstvenoj ustanovi|DA|NE||||
A02BA02|ranitidin|RANITIDIN Zdravlje|Zdravlje A.D., Vlajkova 199, Leskovac, Srbija|FINWELT D.O.O.|rastvor za injekciju/ infuziju|50 mg/5 mL|5 ampula po 5 ml rastvora za injekciju /infuziju|04-07.2-7309/11|13.02.2012|12.02.2017|13.02.2012|ZU - Lijek se upotrebljava u zdravstvenoj ustanovi|NE|NE||||
A02BA02|ranitidin|RANOBEL|Nobel Ilac Sanayii Ve Ticaret A. S., Sancaklar, Düzce, Turska|NOBEL LIJEK d.o.o. Sarajevo|film tableta|150 mg/1 tableta|60 film tableta|04-07.10-4075/13|16.01.2014|15.01.2019|08.11.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITIDIN Replek Farm|Replek Farm DOOEL Skopje, Kozle 188, Skopje, Makedonija|UNIFARM d.o.o.|film tableta|150 mg/1 tableta|20 filmom obloženih  tableta (2 PVC-PVDC/Al folija-blistera po 10 tableta) u kutiji|04-07.10-4007/13|23.01.2014|22.01.2019|24.09.2014|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|PEPTORAN|Pliva Hrvatska d.o.o., Prilaz baruna Filipovića 25, Zagreb, Hrvatska|PLIVA d.o.o.Sarajevo|filmom obložena tableta|150 mg/1 tableta|20 filmom obloženih tableta (2 x 10)|04-07.1-611-74/10|12.07.2011|11.07.2016|12.07.2011|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA02|ranitidin|RANITIDIN HF|Hemofarm proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka, Novakovići bb, Banja Luka, Bosna i Hercegovin|Hemofarm  proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka|šumeća tableta|75 mg/1 tableta|20 šumećih tableta (10 PAPIR/PE/Al/Surlyn strip folija sa po 2 šumeće tablete), u kutiji|04-07.9-7104/13 |03.02.2015|02.02.2020|03.02.2015|BRp - Lijek se izdaje bez ljekarskog recepta|NE|NE||||
A02BA02|ranitidin|RANITIDIN Labormed|SC Labormed Pharma SA, 44B Theodor Pallady, Sector 3, Bucharest , Rumunij|ALVOGEN PHARMA d.o.o.|film tableta|150 mg/1 tableta|20 film tableta (2 PVC/PVDC/Al blistera po 10 tableta) u kutiji| 04-07.3-1-218/14 |13.07.2015|12.07.2020|13.07.2015|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BA03|famotidin|FAMOTIDIN|Hemofarm proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka, Novakovići bb, Banja Luka, Bosna i Hercegovin|Hemofarm  proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka|film tableta|40 mg/1 tableta|30 filmom obloženih tableta (3 blistera po 10 filmom obloženih tableta) u kutiji|04-07.2-2952/11|04.12.2011|03.12.2016|20.04.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BA03|famotidin|FAMOTIDIN|Hemofarm proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka, Novakovići bb, Banja Luka, Bosna i Hercegovin|Hemofarm  proizvodnja farmaceutskih proizvoda d.o.o. Banja Luka|film tableta|20 mg/1 tableta|30 filmom obloženih tableta (3 blistera po 10 filmom obloženih  tableta) u kutiji|04-07.2-2953/11|04.12.2011|03.12.2016|20.04.2012|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BC01|omeprazol|ULCOSAN|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|kapsula, tvrda|20 mg/1 kapsula|14 kapsula, tvrdih (1 staklena bočica sa 14 kapsula) u kutiji|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BC01|omeprazol|ULCOSAN|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|kapsula, tvrda|40 mg/1 kapsula|14 kapsula, tvrdih (1 staklena bočica sa 14 kapsula) u kutiji|04-07.2-357-37/10|07.03.2011|06.03.2016|28.06.2011|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|ULCOSAN|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|kapsula, tvrda|10 mg/1 kapsula|14 kapsula, tvrdih (1 staklena bočica sa 14 kapsula) u kutiji|04-07.1-1004-6/10|03.03.2011|02.03.2016|03.03.2011|BRp - Lijek se izdaje bez ljekarskog recepta|DA|NE||||
A02BC01|omeprazol|ULCOSAN|Bosnalijek d.d., Jukićeva 53, Sarajevo, Bosna i Hercegovin|Bosnalijek d.d., Jukićeva 53, Sarajevo|kapsula, tvrda|10 mg/1 kapsula|28 kapsula, tvrdih (1 staklena bočica  sa 14 kapsula) u kutiji|04-07.1-1004-5/10|03.03.2011|02.03.2016|03.03.2011|BRp - Lijek se izdaje bez ljekarskog recepta|NE|NE||||
A02BC01|omeprazol|ULTOP|Krka tovarna zdravil d.d., Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|20 mg/1 kapsula|14 gastrorezistentnih kapsula, tvrdih |04-07.2-9448/11|22.06.2012|22.06.2017|11.02.2013|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|ULTOP|Krka tovarna zdravil d.d., Šmarješka cesta 6, Novo mesto, Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|20 mg/1 kapsula|14 gastrorezistentnih kapsula, tvrdih (1 plastična bočica  sa 14 kapsula) u kutiji|04-07.2-9449/11|23.06.2012|22.06.2017|11.02.2013|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
A02BC01|omeprazol|ULTOP|Krka tovarna zdravil d.d., Šmarješka cesta 6, Novo mesto, Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|40 mg/1 kapsula|14 gastrorezistentnih kapsula, tvrdih |04-07.2-9450/11|04.08.2012|03.08.2017|11.02.2013|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|ULTOP|Krka tovarna zdravil d.d., Šmarješka cesta 6, Novo mesto, Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|40 mg/1 kapsula|14 gastrorezistentnih kapsula, tvrdih|04-07.2-9451/11|04.08.2012|03.08.2017|11.02.2013|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|ULTOP|Krka tovarna zdravil d.d., Šmarješka cesta 6, Novo mesto, Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|40 mg/1 kapsula|28 gastrorezistentnih kapsula, tvrdih|04-07.2-9452/11|04.08.2012|03.08.2017|11.02.2013|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|ULTOP|Krka tovarna zdravil d.d., Šmarješka cesta 6, Novo mesto, Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|40 mg/1 kapsula|28 gastrorezistentnih kapsula, tvrdih|04-07.2-9453/11|04.08.2012|03.08.2017|11.02.2013|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|ULTOP S|Krka tovarna zdravil d.d., Šmarješka cesta 6, Novo mesto, Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|10 mg/1 kapsula|28 gastrorezistentnih kapsula, tvrdih|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|ULTOP S|Krka tovarna zdravil d.d., Šmarješka cesta 6, Novo mesto, Slovenij|KRKA FARMA d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|10 mg/1 kapsula|28 gastrorezistentnih kapsula, tvrdih|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|HELICOL|Zada Pharmaceuticals d.o.o., Donji Bistarac bb, Lukavac, Bosna i Hercegovin|ZADA Pharmaceuticals d.o.o.|kapsula, tvrda|20 mg/1 kapsula|14 kapsula u bočici, u kutiji|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|U postupku obnove dozvole|Rp - Lijek se izdaje uz ljekarski recept|NE|NE||||
A02BC01|omeprazol|OMEPRAZID|Nobel Ilac Sanayii Ve Ticaret A.S., Sancaklar 81100, Düzce, Turska|NOBEL LIJEK d.o.o. Sarajevo|gastrorezistentna kapsula, tvrda|20 mg/1 kapsula|14 kapsula,tvrdih (1 staklena bočica), u kutiji|04-07.10-4076/13|16.01.2014|15.01.2019|17.02.2014|Rp - Lijek se izdaje uz ljekarski recept|DA|NE||||
